,temp,time,operation,L_before,a_before,b_before,L_after,a_after,b_after,delta_L,delta_a,delta_b,color_diff_E
21,275,10,std,2.717981783455955,0.4793298893842766,2.148886016314293,3.7863625872154762,0.8985773036500091,1.6747693515682633,4.108628164828912,0.7608500232874466,1.2091601440538196,4.049213579181322
22,275,20,mean,77.37796875000001,3.12328125,18.64515625,54.231875,6.702812499999999,20.0934375,-23.14609375,3.5795312499999996,1.44828125,23.502599097164897
23,275,20,std,3.1265266390044983,0.6636743671971995,1.3440155330115013,2.3020831663434547,1.1687756023848883,0.990611833946857,3.0479358704599604,0.7693254717917631,1.1639881561164462,3.056325365605557
24,275,30,mean,76.01625,2.3209375000000003,20.9609375,50.75234375,6.44359375,19.6321875,-25.263906249999998,4.12265625,-1.3287499999999999,25.93161359488012
25,275,30,std,4.742074925934279,0.7581362250376154,3.5110237817525167,2.999464895233497,0.7941299865361293,0.7292145562505038,3.1867048300103202,0.4962565970534271,3.975329276568528,3.2207764189444408
26,275,40,mean,77.50171875000001,2.734375,19.10453125,47.61078125,6.60328125,18.31203125,-29.8909375,3.86890625,-0.7925000000000002,30.24746897257528
27,275,40,std,3.9080245302667516,0.6988536531860076,2.1768186555901705,2.038540019647971,0.6100144538685713,0.7895672507471297,2.875973661904478,0.44665997574057537,2.3473294518570578,2.813804220374198
28,275,50,mean,78.28354166666666,2.8858333333333337,17.86645833333333,47.867916666666666,6.544791666666666,17.78979166666667,-30.415625000000002,3.658958333333333,-0.07666666666666666,30.72880212217126
29,275,50,std,3.9251900561565622,0.2330083856890529,2.132141556099929,2.743402110855054,0.672113179372734,0.9500111748129615,4.851567812507798,0.5507721449690052,2.362061246736277,4.801279704736014
30,300,10,mean,76.29421875,2.48078125,18.685,47.15046875,6.53890625,17.87796875,-29.14375,4.058125,-0.8070312499999999,29.53509441420616
31,300,10,std,5.953803587433674,1.0522165639356924,1.8086652098356517,3.824042749681139,0.8549837410270649,1.2911950655964552,5.412808296142923,0.4986390207513578,2.0481991158223742,5.231736937330477
32,300,20,mean,74.84375,2.27296875,19.215,44.08203125,5.94375,16.358124999999998,-30.761718750000004,3.67078125,-2.8568749999999996,31.209246310782813
33,300,20,std,3.5906980795400636,1.0984746707059474,1.65023903992388,3.0239667943962467,0.816060027359488,1.5732091103098482,4.2892695773225125,0.6149701365507162,2.2446910028805074,4.1647581367817
34,300,30,mean,74.72,2.4982812500000002,20.2309375,39.58171874999999,5.27328125,14.123593750000001,-35.138281250000006,2.7750000000000004,-6.10734375,35.83931023007149
