,Sample No,Temperature/℃,Time/s,Point_No,L*Before,a*Before,b*Before,L*After,a*After,b*After
18,,325,20,19,67.87,8.34,20.71,32.42,2.31,8.39
19,,325,20,20,67.25,8.44,20.68,33.33,2.71,8.92
28,,325,20,5,73.15,7.44,20.29,32.91,2.35,9.34
29,,325,20,6,75.63,6.85,19.11,31.87,1.49,7.41
30,,325,20,7,73.5,7.08,19.63,33.13,2.04,8.59
32,,325,20,9,72.52,7.7,20.33,32.75,1.92,8.66
33,,325,20,10,74.83,6.7,19.1,32.01,0.64,7.36
34,,325,20,11,72.77,7.07,19.47,31.47,0.82,7.09
35,,325,20,12,74.44,6.92,19.64,31.3,0.35,6.4
36,,325,20,13,72.87,7.5,20.12,33.1,2.04,8.94
37,,325,20,14,73.73,7.41,20.29,32.05,1.16,7.37
38,,325,20,15,73.84,7.28,19.9,33.47,1.67,8.51
39,,325,20,16,75.16,6.6,18.92,32.42,0.52,6.96
40,,325,20,17,75.02,7.04,19.55,33.47,1.67,8.51
41,,325,20,18,74.59,6.91,19.56,32.74,0.91,7.94
42,,325,20,19,76.36,6.47,18.49,34.17,2.14,9.05
43,,325,20,20,73.18,7.02,19.26,32.94,1.61,8.27
52,,325,20,5,72.25,7.34,20.22,34.18,2.38,9.06
53,,325,20,6,74.53,7.03,19.81,34.55,2.95,9.33
54,,325,20,7,72.36,7.46,20.29,35.65,2.28,9.69
55,,325,20,8,74.35,7.19,19.92,33.85,2.27,8.79
56,,325,20,9,72.55,7.1,19.81,33.87,1.79,8.12
57,,325,20,10,75.14,6.89,19.67,33.71,2.1,8.16
58,,325,20,11,73.93,6.95,19.49,35.28,2.17,10.09
59,,325,20,12,74.31,6.95,19.5,33.83,1.55,8.44
60,,325,20,13,73.0,7.21,20.02,33.97,1.49,8.74
61,,325,20,14,74.13,7.11,19.62,33.51,1.43,7.84
62,,325,20,15,72.61,7.48,20.26,33.5,1.67,8.17
63,,325,20,16,75.01,7.04,19.65,33.15,1.55,7.9
64,,325,20,17,73.29,7.16,19.96,34.69,1.73,8.61
65,,325,20,18,73.94,6.95,19.39,34.5,2.25,9.31
66,,325,20,19,73.92,7.37,20.29,35.52,2.79,9.74
67,,325,20,20,73.56,7.46,19.96,33.69,2.57,8.84
4,,325,30,5,74.41,6.76,19.12,31.43,0.28,7.08
5,,325,30,6,71.47,7.21,20.29,31.45,1.88,8.21
6,,325,30,7,74.32,6.77,19.17,31.47,0.82,7.09
8,,325,30,9,73.86,6.87,19.73,31.64,1.29,7.79
9,,325,30,10,72.18,6.72,18.98,32.2,1.87,8.42
10,,325,30,11,73.87,6.82,19.51,31.64,1.29,7.79
11,,325,30,12,73.27,6.87,19.09,31.46,1.09,7.46
12,,325,30,13,73.13,6.86,19.8,31.98,1.93,8.82
13,,325,30,14,72.94,7.12,19.29,30.5,0.59,6.49
14,,325,30,15,74.21,6.78,19.33,31.43,1.08,7.82
15,,325,30,16,71.44,7.03,19.72,31.23,1.15,7.85
16,,325,30,17,74.68,6.77,19.39,30.48,0.31,6.48
17,,325,30,18,71.19,7.42,20.12,32.18,1.61,8.41
18,,325,30,19,74.26,6.89,19.52,30.7,-0.03,6.09
19,,325,30,20,72.14,7.09,20.03,32.18,1.09,8.04
28,,325,30,5,74.84,7.32,19.78,30.71,0.25,6.1
29,,325,30,6,73.49,7.01,19.63,31.11,0.13,6.06
30,,325,30,7,74.75,7.27,19.72,30.35,0.1,5.41
31,,325,30,8,74.18,7.04,19.48,30.36,-0.76,4.68
32,,325,30,9,75.18,7.22,19.49,30.7,-0.03,6.09
33,,325,30,10,73.79,7.1,19.58,30.15,-1.29,4.32
34,,325,30,11,74.88,7.43,20.08,29.5,-0.54,5.07
35,,325,30,12,74.03,6.81,19.22,29.76,-1.77,3.61
36,,325,30,13,74.96,7.35,20.13,30.54,-0.25,5.39
37,,325,30,14,74.56,6.87,19.16,29.94,-1.83,3.96
38,,325,30,15,75.3,7.31,19.94,30.32,0.09,5.77
39,,325,30,16,73.93,6.75,19.26,30.34,-1.05,4.67
40,,325,30,17,75.15,7.26,19.91,30.74,0.26,5.74
41,,325,30,18,74.27,6.71,19.08,30.36,-0.76,4.68
42,,325,30,19,75.72,7.02,19.38,31.28,0.61,6.76
43,,325,30,20,74.16,7.22,19.92,30.13,-0.71,5.04
52,,325,30,5,73.16,7.74,19.78,31.34,0.62,6.06
53,,325,30,6,72.48,8.07,20.08,31.66,2.08,8.17
54,,325,30,7,73.35,7.45,19.43,32.39,1.04,7.66
55,,325,30,8,71.62,7.98,19.85,32.41,1.29,7.67
56,,325,30,9,73.24,7.21,19.25,32.42,1.8,8.03
57,,325,30,10,72.56,7.63,19.0,29.97,-0.36,4.71
58,,325,30,11,72.76,7.85,19.25,33.29,2.46,9.26
59,,325,30,12,73.67,7.26,19.46,30.31,0.37,6.14
60,,325,30,13,73.07,7.42,18.52,31.5,1.36,7.11
61,,325,30,14,72.61,7.26,19.26,31.62,1.02,7.78
62,,325,30,15,72.41,7.72,19.09,31.09,0.68,6.78
63,,325,30,16,72.1,7.28,19.3,30.31,0.37,6.14
64,,325,30,17,73.15,7.42,19.54,31.09,0.68,6.78
65,,325,30,18,74.26,6.5,16.94,30.3,-0.77,5.38
66,,325,30,19,74.15,7.23,18.69,31.67,1.29,7.43
67,,325,30,20,73.53,6.24,17.34,31.3,0.89,6.76
4,,325,40,5,73.67,8.25,18.74,30.53,-0.82,5.02
5,,325,40,6,74.7,8.12,18.83,30.34,-1.05,4.67
6,,325,40,7,74.46,7.98,18.63,30.56,0.04,5.4
8,,325,40,9,74.39,7.97,18.97,30.94,0.2,5.73
10,,325,40,11,74.64,7.88,18.63,31.1,0.4,6.42
11,,325,40,12,73.68,8.87,19.44,29.91,-1.24,4.68
12,,325,40,13,74.79,8.1,18.89,31.86,1.23,7.4
13,,325,40,14,74.78,8.58,19.66,30.33,0.66,6.15
14,,325,40,15,75.0,8.35,19.52,31.46,1.09,7.46
15,,325,40,16,74.0,8.68,19.36,30.53,0.59,6.13
16,,325,40,17,74.88,8.15,18.95,31.1,0.4,6.42
17,,325,40,18,74.48,8.77,19.54,30.72,0.81,6.47
18,,325,40,19,74.23,8.04,19.37,30.3,0.65,6.51
19,,325,40,20,74.85,8.53,19.21,31.13,0.95,6.43
28,,325,40,5,72.78,7.04,20.12,31.3,0.35,6.4
29,,325,40,6,71.33,7.24,20.14,30.7,-0.03,6.09
30,,325,40,7,71.87,7.39,20.66,30.74,-0.3,5.38
31,,325,40,8,71.36,7.16,20.34,30.9,-0.09,6.07
32,,325,40,9,72.99,6.95,19.78,30.74,-0.3,5.38
33,,325,40,10,70.86,7.47,20.54,30.32,-0.48,5.39
34,,325,40,11,72.89,7.16,20.07,30.91,0.19,6.08
35,,325,40,12,72.24,7.01,19.97,30.93,-0.08,5.72
36,,325,40,13,72.75,6.93,19.58,31.27,-0.48,6.02
37,,325,40,14,72.3,7.07,19.83,31.08,0.13,6.41
38,,325,40,15,72.64,6.87,19.74,30.49,-0.54,5.73
39,,325,40,16,72.15,7.29,20.16,31.12,-0.14,5.7
40,,325,40,17,72.7,7.33,20.19,30.35,-0.47,5.04
41,,325,40,18,72.05,7.44,20.34,31.48,0.55,6.73
42,,325,40,19,72.99,7.08,19.9,30.71,0.25,6.1
43,,325,40,20,72.62,7.29,19.79,32.19,0.83,7.68
52,,325,40,5,73.27,7.73,19.62,29.89,-0.08,5.79
54,,325,40,7,72.18,8.49,19.85,30.09,0.15,6.15
55,,325,40,8,72.25,7.42,18.81,29.89,-0.66,5.41
56,,325,40,9,72.29,8.69,20.7,29.69,0.56,6.2
57,,325,40,10,71.71,8.26,19.61,30.08,-1.01,5.39
58,,325,40,11,71.84,8.54,20.36,30.64,1.9,8.36
59,,325,40,12,72.04,8.4,19.58,29.54,-0.83,4.34
60,,325,40,13,72.57,8.21,19.61,30.28,0.93,6.89
61,,325,40,14,72.01,8.38,19.92,30.07,0.43,6.53
62,,325,40,15,72.18,8.81,20.33,29.47,0.04,5.83
63,,325,40,16,71.39,8.38,20.02,29.9,0.5,6.18
64,,325,40,17,70.68,8.81,20.34,29.7,-0.31,5.44
65,,325,40,18,71.78,8.47,20.5,29.7,-0.31,5.44
66,,325,40,19,70.47,9.53,21.37,29.72,-0.01,5.44
67,,325,40,20,71.08,8.91,20.71,30.09,0.72,6.54
4,,325,50,5,73.05,8.77,19.97,30.36,-0.76,4.68
5,,325,50,6,72.45,8.89,20.2,30.52,0.87,6.5
6,,325,50,7,72.66,8.54,19.49,30.21,-1.27,3.64
7,,325,50,8,72.1,8.65,19.68,30.13,-0.71,5.04
8,,325,50,9,73.28,8.28,19.47,30.18,-1.28,3.98
9,,325,50,10,72.37,8.51,20.08,30.3,-0.77,5.38
10,,325,50,11,73.15,8.38,19.33,29.56,-1.13,3.98
11,,325,50,12,72.16,8.67,20.32,29.95,-0.65,4.7
12,,325,50,13,73.96,7.91,18.97,30.51,-0.25,5.74
13,,325,50,14,72.28,7.76,18.83,30.53,0.03,5.75
14,,325,50,15,72.65,8.41,19.37,29.72,-1.49,4.32
15,,325,50,16,70.79,8.73,20.15,30.7,-0.03,6.09
16,,325,50,17,73.88,7.9,19.43,30.3,-0.77,5.38
17,,325,50,18,72.41,8.37,19.93,30.53,-0.82,5.02
18,,325,50,19,73.89,8.28,19.78,30.72,-0.59,5.37
19,,325,50,20,72.9,7.95,19.51,31.46,0.28,6.72
28,,325,50,5,68.66,8.14,20.51,28.66,-0.92,4.35
29,,325,50,6,67.47,7.93,20.25,28.83,-1.29,4.71
30,,325,50,7,68.23,8.15,20.99,28.86,-1.29,4.34
31,,325,50,8,66.77,8.71,21.24,29.29,-0.49,5.08
32,,325,50,9,67.1,7.79,20.3,28.88,-0.98,4.35
33,,325,50,10,67.31,8.72,21.07,29.52,-0.24,5.08
34,,325,50,11,66.33,8.07,20.75,29.47,0.04,5.83
35,,325,50,12,67.7,8.75,21.37,29.64,0.85,6.97
36,,325,50,13,67.33,8.1,20.72,29.25,-0.49,5.46
37,,325,50,14,67.58,8.63,21.16,29.7,0.28,5.82
38,,325,50,15,67.03,8.32,21.31,29.49,0.34,5.84
39,,325,50,16,67.47,9.1,21.8,30.06,0.71,6.91
40,,325,50,17,66.59,8.83,21.49,29.88,0.21,6.17
41,,325,50,18,68.15,8.62,21.22,29.88,0.21,6.17
42,,325,50,19,66.7,8.72,21.55,30.28,0.37,6.5
43,,325,50,20,67.7,8.53,20.95,30.5,0.59,6.49
52,,325,50,5,72.34,7.75,20.11,29.74,-1.19,4.33
53,,325,50,6,70.82,8.33,20.67,29.7,0.28,5.82
54,,325,50,7,72.18,7.18,19.58,30.17,-2.45,3.27
55,,325,50,8,71.53,7.9,20.34,29.75,-1.48,3.97
56,,325,50,9,72.67,7.74,20.37,29.78,-1.47,3.62
57,,325,50,10,71.22,8.1,20.65,29.33,-0.78,4.35
58,,325,50,11,71.83,7.38,19.78,29.98,-1.23,3.98
59,,325,50,12,71.47,7.85,20.37,29.91,0.21,5.8
60,,325,50,13,72.34,7.74,20.22,30.7,0.53,6.46
61,,325,50,14,71.77,7.91,20.67,30.26,1.49,7.66
62,,325,50,15,72.68,7.61,20.13,29.95,-0.65,4.7
63,,325,50,16,72.09,7.86,20.26,31.05,0.94,7.51
64,,325,50,17,72.73,7.66,20.22,29.94,-0.36,5.06
65,,325,50,18,72.03,7.86,20.4,31.81,1.74,8.49
66,,325,50,19,72.22,7.75,20.51,29.95,-0.65,4.7
67,,325,50,20,71.99,8.07,20.56,30.69,0.8,6.83
