,temp,time,operation,L_before,a_before,b_before,L_after,a_after,b_after,delta_L,delta_a,delta_b,color_diff_E
0,225,10,mean,75.67625,5.209375,18.36583333333333,73.10479166666667,5.549791666666667,20.694999999999997,-2.5714583333333336,0.34041666666666676,2.329166666666667,3.529062710304436
1,225,10,std,0.859699663044192,0.2830036933072287,0.5708367629446077,1.125552326984463,0.2805427079660204,0.6497691897897284,0.8518290448389297,0.2966548128957027,0.742101195523335,1.0173114747896594
2,225,20,mean,76.09458333333333,5.350625000000001,18.461458333333333,72.41625,5.8308333333333335,21.009375000000002,-3.6783333333333332,0.4802083333333333,2.547916666666666,4.537835191144542
3,225,20,std,1.2429031874338936,0.2560203303928579,0.42044550628929944,2.1039543569598207,0.3300085964923721,0.7241823158540563,1.2768050773997415,0.2721348975825583,0.6344639497608187,1.3128625320307412
4,225,30,mean,76.20833333333333,5.269166666666667,18.11645833333333,70.063125,6.373333333333334,22.376666666666665,-6.145208333333333,1.1041666666666667,4.260208333333333,7.575006173219911
5,225,30,std,0.6689284328139675,0.30451100202555886,0.6984648503418918,1.0017201296195992,0.4142891031549198,0.8591394341874238,1.0484537542603847,0.3183857778640549,0.6221393754475516,1.1428173413455969
6,225,40,mean,77.175625,5.127291666666667,18.690208333333334,69.90958333333333,6.865833333333334,23.135,-7.266041666666666,1.7385416666666664,4.444791666666666,8.803211305803005
7,225,40,std,1.4336086089365632,0.33522770656410084,0.685026756996702,2.9772977597738888,0.67557015583949,0.8619102979441234,2.3033082032324756,0.5899116038480764,0.9990143857361623,2.142479549972138
8,225,50,mean,76.49541666666666,4.950625,17.849999999999998,67.38166666666666,6.4210416666666665,22.285,-9.113750000000001,1.470416666666667,4.435,10.293602508394935
9,225,50,std,1.5648750318310496,0.5859794719009888,1.1202830189524393,2.0699083475786773,0.5232111960516125,0.7771880574196599,1.7429976928977298,0.6902727130922359,1.2228759266233404,1.959363603953802
10,250,10,mean,76.40333333333334,4.853333333333333,18.28375,66.47895833333332,6.737916666666667,22.529583333333335,-9.924375,1.8845833333333335,4.245833333333334,11.027580931219324
11,250,10,std,1.8499457534695831,0.4049025800001528,0.8890363537549363,2.7081706470505322,0.4883883976410114,0.7106423774673744,2.1686233561036596,0.47648070815955074,1.031643665459285,2.0817786999121557
12,250,20,mean,77.11562500000001,5.115208333333333,18.17979166666667,64.07729166666667,7.2093750000000005,22.74625,-13.038333333333332,2.0941666666666663,4.566458333333333,14.01570404824792
13,250,20,std,2.294022673513874,0.6258406757461835,1.123538274179433,3.563450240321623,0.6926802899192044,0.875990928253814,2.2534204104204116,0.3608903489588371,0.6979010768873822,2.091127195699349
14,250,30,mean,75.866875,5.436458333333333,18.605833333333333,57.79895833333333,7.678541666666667,22.749583333333334,-18.06791666666667,2.2420833333333334,4.143750000000001,18.71545819036902
15,250,30,std,1.4407860683254998,0.382680854661979,0.5920855075299093,2.48412083817444,0.5430998089506841,0.6831932480524067,1.7680232480580562,0.5297609189112329,0.8954533500566397,1.5809977518060903
16,250,40,mean,76.611875,4.928541666666667,17.81458333333333,58.23958333333332,7.249375000000001,22.078958333333333,-18.372291666666666,2.3208333333333333,4.264375,19.051656493790244
17,250,40,std,1.607853936747643,0.39172281550146804,0.98303472446478,2.876321497087891,0.6292562521350612,0.7561274225142307,1.808622656366045,0.6120069299195097,1.1718468897337753,1.7495658535629115
18,250,50,mean,76.45166666666667,5.480624999999999,18.915833333333335,54.840624999999996,7.640625,21.767500000000002,-21.611041666666665,2.16,2.8516666666666666,21.95082195872098
19,250,50,std,1.8695867484364241,0.26106497316332183,0.9149208391134022,1.775136082586946,0.45091588237577473,0.7405733833795355,1.9600892723735222,0.5885756337088248,1.163376109274729,1.8500002035674326
20,275,10,mean,74.63171875,5.360468749999999,18.56515625,59.286249999999995,6.9389062500000005,21.389375,-15.34546875,1.5784375,2.82421875,15.741118232870114
21,275,10,std,2.202976020798747,0.4049786578248918,0.5609430613311439,4.433213209973029,0.7803867929603782,0.7943008805791976,6.020533101346155,1.0158680997214875,1.1390971148691291,6.011811543021289
22,275,20,mean,74.70125,5.501250000000001,18.643125,52.8178125,7.12140625,20.318906249999998,-21.8834375,1.62015625,1.6757812500000002,22.057497095409207
23,275,20,std,4.244677900169868,0.8561847820140118,1.1138405958735178,3.216429780939464,0.4545951179128069,0.7008636784948508,5.726382613596614,0.8354895764408254,1.3707185054671724,5.709688860701117
24,275,30,mean,75.21421875,5.58828125,18.772968750000004,50.83609375,6.9834375,19.515,-24.378124999999997,1.39515625,0.7420312500000001,24.503920316079228
